Station Name,Latitude,Longitude,Search Term,Business Name,Business Category,Business Rating,Business Address,Business Phone,Business Distance (meters)
42 - Centenário 2,-13.00303,-38.52159,Restaurants,Vida,Restaurants,5.0,"Travessa Macapá, 66",+557132631086,1506.3936479485726
42 - Centenário 2,-13.00303,-38.52159,Restaurants,Quattro Amici Pizzeria,Restaurants,4.4,"R. Dom Marcos Teixeira, 35",+557132645999,1204.6617556634158
42 - Centenário 2,-13.00303,-38.52159,Restaurants,Alfredo di Roma,Restaurants,4.0,R. Morro do Escravo Miguel,+557133317775,890.0035339222657
42 - Centenário 2,-13.00303,-38.52159,Restaurants,Guapo,Restaurants,3.2,"R. Maceió, 86",+557132641289,601.0157090798483
42 - Centenário 2,-13.00303,-38.52159,Restaurants,Veleiro,Restaurants,5.0,Yacht Clube da Bahia,+557121059131,1275.2868277197033
42 - Centenário 2,-13.00303,-38.52159,Restaurants,Viva Gula!,Restaurants,3.8,"Av. Centenário, 2992",+557134528055,554.3517001090048
42 - Centenário 2,-13.00303,-38.52159,Restaurants,Solar Café,Restaurants,4.5,"R. da Graça, 284",+557133283444,685.7124075936922
42 - Centenário 2,-13.00303,-38.52159,Restaurants,Perini,Restaurants,3.8,"Av. Princesa Leopoldina, 398",+557132030084,334.43520408237066
42 - Centenário 2,-13.00303,-38.52159,Restaurants,Pizzaria Vip Sabores Delivery,Restaurants,3.0,"Rua Manoel Barreto, 55 Graça",+557130420508,289.97656576999736
42 - Centenário 2,-13.00303,-38.52159,Restaurants,Scooby Dogs,Restaurants,4.8,"Rua Miguel Burnier, s/nº",+557134948784,724.5426538117375
42 - Centenário 2,-13.00303,-38.52159,Restaurants,Yan Ping,Restaurants,4.3,"Av. Centenário 2992, Chame-Chame",+557133281190,79.99630895377858
42 - Centenário 2,-13.00303,-38.52159,Restaurants,Cupim Pão de Batata,Restaurants,3.9,Shopping Barra,+557133281014,506.15735348732386
42 - Centenário 2,-13.00303,-38.52159,Restaurants,Mustaffa Reustarante,Restaurants,5.0,"R. Humberto De Campos, 49",,712.3699364824367
42 - Centenário 2,-13.00303,-38.52159,Restaurants,Mahi Mahi,Restaurants,4.2,"Av 7 De Setembro, 2068",+557133368674,1380.6667330003258
42 - Centenário 2,-13.00303,-38.52159,Restaurants,Boteco do Farol,Restaurants,4.0,"Avenida Oceânica, 1, Barra",+557132649311,1327.589284766691
42 - Centenário 2,-13.00303,-38.52159,Restaurants,Perini,Restaurants,3.5,"Av. Centenário, s/n",+557132030094,51.85402095175475
42 - Centenário 2,-13.00303,-38.52159,Restaurants,La Bouche Creperia,Restaurants,3.8,"R. dias D'avila, 25",+557188795311,1211.7072997546925
42 - Centenário 2,-13.00303,-38.52159,Restaurants,Tempero e Saúde,Restaurants,5.0,"Rua Desembargador Oscar Dantas, 80",+557130197055,700.4235665281991
42 - Centenário 2,-13.00303,-38.52159,Restaurants,Eddie Fine Burguers,Restaurants,4.5,CC Barra,+557130227754,588.7090428122449
42 - Centenário 2,-13.00303,-38.52159,Restaurants,Deli & Cia Restaurante,Restaurants,4.0,"Av. Euclides da Cunha, 167",+557130188699,632.2452440390015
42 - Centenário 2,-13.00303,-38.52159,Restaurants,Van Grogh Gastro Bar,Restaurants,2.8,"Av Marquês de Leão, 181,",,1161.5092214927895
42 - Centenário 2,-13.00303,-38.52159,Restaurants,Caranguejo de Sergipe,Restaurants,3.6,"Av. Oceânica, s/n",+557131660001,791.2816186569255
42 - Centenário 2,-13.00303,-38.52159,Restaurants,Acqua Café,Restaurants,3.8,"Av. Sete de Setembro, 3244",,1024.1085084222916
42 - Centenário 2,-13.00303,-38.52159,Restaurants,Di Mercatto,Restaurants,3.6,"R. da Graça, 120",+557133370000,826.0120497986844
42 - Centenário 2,-13.00303,-38.52159,Restaurants,Pizzaria Casa de Pedra,Restaurants,4.5,"R. Flórida, 62",+557130336262,792.9806249441743
42 - Centenário 2,-13.00303,-38.52159,Restaurants,Kebab Fast,Restaurants,3.3,"Rua Afonso Celso, 532",+557130146660,858.0830191110105
42 - Centenário 2,-13.00303,-38.52159,Restaurants,Shiro Temaki,Restaurants,3.9,"R. da Flórida, 181",+557133373196,818.6790515723427
42 - Centenário 2,-13.00303,-38.52159,Bars,Tarantino Art Bar,Bars,3.8,"R. Augusto Frederico Schmidt, 302",+5571992220798,544.4721173906465
42 - Centenário 2,-13.00303,-38.52159,Bars,Five Sport Bar,Bars,2.5,"Av. Euclides da Cunha, s/n",,509.89702612598506
42 - Centenário 2,-13.00303,-38.52159,Bars,Business Bar,Bars,3.3,"R. Prof. Sabino Silva, 6",,294.8058102853234
42 - Centenário 2,-13.00303,-38.52159,Bars,Lord Bar,Bars,4.0,"Rua Airosa Galvão, 2",,489.20683841782505
42 - Centenário 2,-13.00303,-38.52159,Bars,Platô,Bars,3.4,"R. Plínio Moscoso, 25",+557132371604,86.22059362047366
42 - Centenário 2,-13.00303,-38.52159,Bars,Comida di buteco dos famosos,Bars,0.0,"Rua Manuel Barreto, 99,",+557132355728,231.89864084678277
42 - Centenário 2,-13.00303,-38.52159,Bars,Bar do Chico,Bars,3.7,Rua Presidente Kenedy 179,+557133363134,802.9893058325564
42 - Centenário 2,-13.00303,-38.52159,Bars,Bar Che Lagarto,Bars,4.0,"Av. Oceânica, 84",+557132352404,1245.1565688792052
42 - Centenário 2,-13.00303,-38.52159,Bars,Boteco do Farol,Bars,4.0,"Avenida Oceânica, 1, Barra",+557132649311,1327.589284766691
42 - Centenário 2,-13.00303,-38.52159,Bars,Bar do Careca Barra,Bars,4.0,"Rua Greenfeld, 170 - Barra",+557132676095,879.0443881925804
42 - Centenário 2,-13.00303,-38.52159,Bars,Espetos e Crepes,Bars,1.0,"Rua José Sátiro de Oliveira, Posto Esso, Chame-chame",,351.9498356325633
42 - Centenário 2,-13.00303,-38.52159,Bars,Boteco do Caranguejo,Bars,3.2,"Av. Oceânica, s/n",,1144.410214461354
42 - Centenário 2,-13.00303,-38.52159,Bars,Club ON Music Bar,Bars,4.0,"R. Dias D'ávila, 33, Barra",+557132642556,1210.5366660284515
42 - Centenário 2,-13.00303,-38.52159,Bars,Santeria Hostel Bar,Bars,4.0,"Av sete de setembro, 2914",+557130127030,907.937995155765
42 - Centenário 2,-13.00303,-38.52159,Bars,Floripa Butiquim,Bars,3.1,"R. Recife, 86",,604.8390127092283
42 - Centenário 2,-13.00303,-38.52159,Bars,Camarote Caranguejo do Porto,Bars,3.5,"Av. Oceânica, 819",+557132459197,784.3041624397998
42 - Centenário 2,-13.00303,-38.52159,Bars,Bento Boteco,Bars,4.0,"R. Cézar Zama, 316",+557130166035,1008.7841636588242
42 - Centenário 2,-13.00303,-38.52159,Bars,Boteco da Graça,Bars,0.0,R. Conde Filho 138,+557134896933,695.993593945325
42 - Centenário 2,-13.00303,-38.52159,Bars,Mestre Kuca,Bars,4.0,"Av.Sete de Setembro, Barra",+557134950998,1085.4144077262852
42 - Centenário 2,-13.00303,-38.52159,Bars,Alfredo di Roma,Bars,4.0,R. Morro do Escravo Miguel,+557133317775,890.0035339222657
42 - Centenário 2,-13.00303,-38.52159,Bars,Light House,Bars,4.0,"Rua Afonso Celso, 224",+557130130055,1129.3287209949613
42 - Centenário 2,-13.00303,-38.52159,Bars,Deskolado,Bars,3.0,"Rua Belo Horizonte, 164, Barra, Salvador",,537.7925808403897
42 - Centenário 2,-13.00303,-38.52159,Bars,Bar e restaurante Pertinho de Casa,Bars,0.0,Rua Manuel Barreto,,196.54952054360461
42 - Centenário 2,-13.00303,-38.52159,Bars,Groove Bar,Bars,3.4,"Av. Almirante Marquês de Leão, 351",+557132675124,1041.6052619438615
42 - Centenário 2,-13.00303,-38.52159,Bars,Bar Tenda da Deusa,Bars,4.3,"Rua Professor Aristides Novis, s/nº",+557199843355,1122.6412765214584
42 - Centenário 2,-13.00303,-38.52159,Bars,Tomé 1549,Bars,4.0,"Av Oceanica, 345, Barra",+557130225874,1066.205827137964
42 - Centenário 2,-13.00303,-38.52159,Bars,The Hotel,Bars,4.0,"Rua Belo Horizonte, 138 Jardim Brasil",+557132376067,551.0928908649137
42 - Centenário 2,-13.00303,-38.52159,Bars,Oui Restaurante,Bars,3.8,"Rua Dom Marcos Teixeira, 25",+557133214765,1213.6317071110736
42 - Centenário 2,-13.00303,-38.52159,Bars,Ô Bar,Bars,3.0,"R. Barão de Itapoan, 218",+557130159677,1049.8884504475568
42 - Centenário 2,-13.00303,-38.52159,Bars,Bar e Restaurante Terraço do Farol,Bars,2.3,Av. Oceânica 115 Barra,,1284.96326632949
42 - Centenário 2,-13.00303,-38.52159,Bars,Buffet Cantinho Gourmet,Bars,4.0,Av. Oceânica 551,+557132640226,908.7917012589209
42 - Centenário 2,-13.00303,-38.52159,Bars,Du Chef,Bars,3.5,"R. Afonso Célso, 70",+557130424433,1278.8887267151329
42 - Centenário 2,-13.00303,-38.52159,Bars,La Bouche Creperia,Bars,3.8,"R. dias D'avila, 25",+557188795311,1211.7072997546925
42 - Centenário 2,-13.00303,-38.52159,Bars,Farol,Bars,3.1,"Av. Oceânica, 235",+557132646422,1184.1001447221868
42 - Centenário 2,-13.00303,-38.52159,Bars,Habeas Copos,Bars,3.7,"Av. Almirante Marques de Leão, 172",+557132649771,1205.676186568184
42 - Centenário 2,-13.00303,-38.52159,Bars,Espaço Bagacinho Restaurante,Bars,3.0,R. Comendador Bernardo Catarino 171 lj 15,+557132640051,808.705624724322
42 - Centenário 2,-13.00303,-38.52159,Bars,Bar e Lanchonete Sabor Regional,Bars,5.0,"Travessa Leovigildo Figueiras, 515",+557133284783,1352.353938601901
42 - Centenário 2,-13.00303,-38.52159,Bars,Varanda do Farol,Bars,2.0,"Av. Oceanica, 551",,910.1399369219052
42 - Centenário 2,-13.00303,-38.52159,Bars,Biroska Pub,Bars,3.0,"Av. Almirante Marques de Leao, 8 - Barra",+557192377512,1284.0797128244162
42 - Centenário 2,-13.00303,-38.52159,Bars,Espetinho do Guga,Bars,3.7,"Av. Oceânica, s/n",+557134834270,1309.2912922245266
42 - Centenário 2,-13.00303,-38.52159,Bars,Martinha's House,Bars,0.0,"R. Caetano Moura, 66",+557191769816,1198.1764894879634
42 - Centenário 2,-13.00303,-38.52159,Bars,Espetos e Crepes,Bars,2.7,"R. José Sátiro de Oliveira, 6 - Posto Esso - Chame-Chame",+5507132479625,295.41350809141056
42 - Centenário 2,-13.00303,-38.52159,Bars,Barra Beer,Bars,0.0,"Rua Marquês Caravelas, 237",+557132647494,757.693463604372
42 - Centenário 2,-13.00303,-38.52159,Bars,Tik Tok Bar Restaurante e Lanchonete,Bars,2.7,"Avenida Oceânica, 93 sl 05 e 06, Barra",,1279.5721979537345
42 - Centenário 2,-13.00303,-38.52159,Bars,Bar e Restaurante Maria Maria,Bars,3.5,"Av. Alm. Marques de Leão, 263 - Barra",+557132647115,1107.055928172796
42 - Centenário 2,-13.00303,-38.52159,Bars,Delivery de Bebidas Central dos Drinks em Salvador,Bars,0.0,Pça. Maques de Olinda 5,+557130128633,1956.4213439764737
42 - Centenário 2,-13.00303,-38.52159,Bars,Galeto Show,Bars,3.0,"Av. Alm. Marques de Leão, 161",,1192.584796662562
42 - Centenário 2,-13.00303,-38.52159,Bars,Beco da Rosália,Bars,3.3,"Av. Leovigildo Filgueiras, 530 - Garcia",+557133291281,1323.309043838848
42 - Centenário 2,-13.00303,-38.52159,Fitness & Instruction,Triathlon Health Club,Fitness & Instruction,5.0,R. Comendador Horácio Urpia Júnior 75,+557133316568,867.3519211401278
42 - Centenário 2,-13.00303,-38.52159,Fitness & Instruction,Vibe Fitness,Fitness & Instruction,4.0,"Rua Professor Sabino Silva, 696 Ondina",+557133316637,424.217551427971
42 - Centenário 2,-13.00303,-38.52159,Fitness & Instruction,Academia Pedra Pop Fitness,Fitness & Instruction,0.0,R. Augusto Frederico Schmith,+557132354716,464.0907026409227
42 - Centenário 2,-13.00303,-38.52159,Fitness & Instruction,Triathlon Master,Fitness & Instruction,0.0,Al Rio de São Pedro 12,+557133316134,439.39770933521265
42 - Centenário 2,-13.00303,-38.52159,Fitness & Instruction,Selfit Academias,Fitness & Instruction,5.0,"R. Augusto Frederico Schmith, 95",,343.9129630802458
42 - Centenário 2,-13.00303,-38.52159,Fitness & Instruction,Estúdio Yogapratica,Fitness & Instruction,0.0,R. Rio de São Pedro 17,+557133316272,397.77698445044126
42 - Centenário 2,-13.00303,-38.52159,Fitness & Instruction,Unidade de Swasthya Yoga,Fitness & Instruction,0.0,R. Manoel Dias de Morais 10 lj 3,+557132452489,476.805911214451
42 - Centenário 2,-13.00303,-38.52159,Fitness & Instruction,Well Fitness,Fitness & Instruction,3.8,"Rua Professor Sabino Silva, 696",+557130351313,424.217551427971
42 - Centenário 2,-13.00303,-38.52159,Fitness & Instruction,Escola de Vôlei da AAB,Fitness & Instruction,4.0,"Rua Barão de Itapuã, 218 Barra",+557132645011,1049.8884504475568
42 - Centenário 2,-13.00303,-38.52159,Fitness & Instruction,Academia Bem Estar,Fitness & Instruction,0.0,Av. Oceânica 1545,+557132371106,606.5603754814862
42 - Centenário 2,-13.00303,-38.52159,Fitness & Instruction,Yoga Santosha,Fitness & Instruction,5.0,"R. Flórida, 85",+557188040110,828.7985748202964
42 - Centenário 2,-13.00303,-38.52159,Fitness & Instruction,Ponto Corpo Yoga Cintas Modeladoras,Fitness & Instruction,3.0,"R. Florianópolis, 31",+557132640018,640.395834417128
42 - Centenário 2,-13.00303,-38.52159,Fitness & Instruction,Jaguatirica Fitness Barra,Fitness & Instruction,3.5,"Rua Afonso Celso, 161 Barra",+557130139087,1170.0452478795282
42 - Centenário 2,-13.00303,-38.52159,Fitness & Instruction,Academia Edson Carvalho,Fitness & Instruction,4.0,"Av. Oceânica, 613",+557132641486,854.4805198084009
42 - Centenário 2,-13.00303,-38.52159,Fitness & Instruction,Academia Villa Salute,Fitness & Instruction,0.0,"R. da Graça, 275",+557130111792,730.299021239925
42 - Centenário 2,-13.00303,-38.52159,Fitness & Instruction,Performes Condicionamento Físico,Fitness & Instruction,0.0,R. José Mirabeau Sampaio 200,+557133310637,757.1115556208982
42 - Centenário 2,-13.00303,-38.52159,Fitness & Instruction,Bemstar Fitness,Fitness & Instruction,0.0,R. Presidente Kennedy 211,+557133360481,820.4607498208271
42 - Centenário 2,-13.00303,-38.52159,Fitness & Instruction,Academia Training Center,Fitness & Instruction,0.0,R. Lord Cochrane 101,+557132644669,843.1405825517423
42 - Centenário 2,-13.00303,-38.52159,Fitness & Instruction,Atelier do Corpo,Fitness & Instruction,0.0,R. Greenfeld 174,+557132674237,854.5864891066421
42 - Centenário 2,-13.00303,-38.52159,Fitness & Instruction,Personal Club,Fitness & Instruction,0.0,Av. 7 de Setembro 3252,+557133366008,968.7669333097518
42 - Centenário 2,-13.00303,-38.52159,Fitness & Instruction,Life,Fitness & Instruction,0.0,Av. 7 de Setembro 2735,+557133367744,966.547480686815
42 - Centenário 2,-13.00303,-38.52159,Fitness & Instruction,ASKAB AAB,Fitness & Instruction,3.0,"Rua Barão de Itapoan, 218 Barra",+557132645011,1049.8884504475568
42 - Centenário 2,-13.00303,-38.52159,Fitness & Instruction,Academia Triatleta,Fitness & Instruction,0.0,Avenida Caetano Moura,,1169.8127280262336
42 - Centenário 2,-13.00303,-38.52159,Fitness & Instruction,Physio Pilates Ondina,Fitness & Instruction,0.0,R. Roschild Moreira 1 - 2,+557132457777,1018.0645477328808
42 - Centenário 2,-13.00303,-38.52159,Fitness & Instruction,Fit Trainer Academia,Fitness & Instruction,0.0,Av. Araújo Pinho 167,+557133317858,1005.3610745082051
42 - Centenário 2,-13.00303,-38.52159,Fitness & Instruction,Tony Granjo Academia,Fitness & Instruction,0.0,R. Marechal Floriano 60,+557133366565,1013.0482795902753
42 - Centenário 2,-13.00303,-38.52159,Fitness & Instruction,Academia Barra Fitness,Fitness & Instruction,0.0,R. Cezar Zama 101,+557132674992,1136.2184195685059
42 - Centenário 2,-13.00303,-38.52159,Fitness & Instruction,Vitória Fit,Fitness & Instruction,0.0,Av. 7 de Setembro 2604 fds,+557133365471,1152.4580202085083
42 - Centenário 2,-13.00303,-38.52159,Fitness & Instruction,Corpore Pilates,Fitness & Instruction,0.0,R. Cônego José Loreto 73,+557134952624,1129.268448156203
42 - Centenário 2,-13.00303,-38.52159,Fitness & Instruction,Curves Academia,Fitness & Instruction,0.0,R. Afonso Celso 270,+557132647422,1078.196158948234
42 - Centenário 2,-13.00303,-38.52159,Fitness & Instruction,Forma A3,Fitness & Instruction,0.0,"Rua Professor Severo Pessoa, n 29, São Lázaro/Federação",,1119.5252946594817
42 - Centenário 2,-13.00303,-38.52159,Fitness & Instruction,Barrafisio Serviços de Saúde,Fitness & Instruction,0.0,"Av. Almirante Marques de Leão, 627",+557130176777,820.5241991402964
42 - Centenário 2,-13.00303,-38.52159,Fitness & Instruction,Academia 180 Graus,Fitness & Instruction,0.0,Av. 7 de Setembro 3819,+557130130625,1201.2886492275782
42 - Centenário 2,-13.00303,-38.52159,Fitness & Instruction,Lú e Pádua Qualidade de Vida,Fitness & Instruction,4.0,"Rua Recife, 244 Barra",+557132457378,487.976209968899
42 - Centenário 2,-13.00303,-38.52159,Fitness & Instruction,Studio de Pilates Thais Rohrs,Fitness & Instruction,3.0,"Rua Marques de Caravelas, 148 Sala 1 Barra",+557130161399,854.6097152681699
42 - Centenário 2,-13.00303,-38.52159,Fitness & Instruction,Academia Paulo Meyra Barra,Fitness & Instruction,4.0,"Rua Barão de Itapuã, 218 Barra",+557132641394,1049.8884504475568
42 - Centenário 2,-13.00303,-38.52159,Fitness & Instruction,Corpo Studio Pilates,Fitness & Instruction,0.0,Av. Araújo Pinho 167 s 1,+557130137858,1005.3610745082051
42 - Centenário 2,-13.00303,-38.52159,Fitness & Instruction,MXR Brothers Fitness,Fitness & Instruction,2.0,"R. Araújo Pinho,167",+557135619137,1292.7862391307983
42 - Centenário 2,-13.00303,-38.52159,Fitness & Instruction,Life Style Fight Center,Fitness & Instruction,0.0,"Lgo. do Campo Santo, 5",+557191608776,1032.0370043827697
42 - Centenário 2,-13.00303,-38.52159,Fitness & Instruction,Centro Cultural Ensaio,Fitness & Instruction,4.3,"Av. Leovigildo Filgueirasn, 58 - Ed. Pêssego",+557130187122,1447.7957909766262
42 - Centenário 2,-13.00303,-38.52159,Fitness & Instruction,Acal Associação Capoeira Arte & Luta,Fitness & Instruction,5.0,"R. Macapá, 474",+557132353601,1517.8330836767689
42 - Centenário 2,-13.00303,-38.52159,Fitness & Instruction,Alpha Fitness,Fitness & Instruction,3.0,"R. Marquês de Caravellas, 62",,916.3955060607819
42 - Centenário 2,-13.00303,-38.52159,Fitness & Instruction,Núcleo do Movimento,Fitness & Instruction,0.0,"Av. Adhemar de Barros, 123",+557130135717,1505.3384321581857
42 - Centenário 2,-13.00303,-38.52159,Fitness & Instruction,Academia Jump Way Fitness,Fitness & Instruction,0.0,Av. Centenário 2520,+557132370576,1755.030468661282
42 - Centenário 2,-13.00303,-38.52159,Fitness & Instruction,Athletic Way com Equipamentos P/ Ginástica e Fisioterapia,Fitness & Instruction,0.0,Av. Centenário 2492,+557132671784,1728.5424784528823
14 - Pedra da Sereia,-13.010995,-38.501335,Restaurants,Pedra da Sereia,Restaurants,3.6,"R. Pedra da Sereia, 66",+557133360553,66.894910867056
14 - Pedra da Sereia,-13.010995,-38.501335,Restaurants,Casa de Tereza,Restaurants,4.3,"R. Odilon Santos, 45",+557133293016,1509.0481176458688
14 - Pedra da Sereia,-13.010995,-38.501335,Restaurants,Takê,Restaurants,3.9,"Av. Oceânica, 3864",+557133326062,321.9815702747522
14 - Pedra da Sereia,-13.010995,-38.501335,Restaurants,La Taperia,Restaurants,4.5,"R. Da Paciencia, 251",+557333346871,734.4552532580644
14 - Pedra da Sereia,-13.010995,-38.501335,Restaurants,Cien Fuegos,Restaurants,3.9,"R. Alexandre Gusmão, 60",+557133347711,696.9534589108838
14 - Pedra da Sereia,-13.010995,-38.501335,Restaurants,Restaurante Salvador Dali,Restaurants,4.4,"R. Borges dos Reis, 11",+557133354593,1239.7727651869966
14 - Pedra da Sereia,-13.010995,-38.501335,Restaurants,Cantina Du Vini,Restaurants,4.2,"Tv. Bartholomeu de Gusmão, 124",+557130138181,496.45636759378834
14 - Pedra da Sereia,-13.010995,-38.501335,Restaurants,Restaurante Oceanico,Restaurants,5.0,"Rua Pedra da Sereia, 66",+5571993501555,66.894910867056
14 - Pedra da Sereia,-13.010995,-38.501335,Restaurants,Vida,Restaurants,5.0,"Travessa Macapá, 66",+557132631086,860.0561321430636
14 - Pedra da Sereia,-13.010995,-38.501335,Restaurants,Sukiyaki,Restaurants,3.4,"Av. Oceânica, 3562",+557132475063,41.48281293482068
14 - Pedra da Sereia,-13.010995,-38.501335,Restaurants,Stalo Restaurante,Restaurants,3.3,R. Baependi 222,+557133324286,1000.3607485206803
14 - Pedra da Sereia,-13.010995,-38.501335,Restaurants,Seu Liberatto - Café e Bistrô,Restaurants,5.0,"Rua Almirante Barroso, 284  Rio Vermelho",+557135068062,755.8531449416286
14 - Pedra da Sereia,-13.010995,-38.501335,Restaurants,Confraria do Franca,Restaurants,4.7,"Lydio de Mesquita, 43 - Rio Vermelho",+557130186548,831.4390304464058
14 - Pedra da Sereia,-13.010995,-38.501335,Restaurants,Oriente Fast,Restaurants,4.5,"R. Borges dos Reis, 46",+557130110011,1122.720006848963
14 - Pedra da Sereia,-13.010995,-38.501335,Restaurants,Acarajé da Cira,Restaurants,4.3,Largo da Mariquita,+557132494170,1408.9647532307085
14 - Pedra da Sereia,-13.010995,-38.501335,Restaurants,Beiju dos heróis,Restaurants,5.0,"Rua Macapá, s/n",+557187657995,798.2061963069123
14 - Pedra da Sereia,-13.010995,-38.501335,Restaurants,Manneken Waffles & Fritas,Restaurants,4.5,"Av. Cardeal da Silva, 196",,925.3130014754361
14 - Pedra da Sereia,-13.010995,-38.501335,Restaurants,Utopia Resto Bar,Restaurants,4.4,"Rua Ilhéus, 241",+557130235377,1204.9627533928326
14 - Pedra da Sereia,-13.010995,-38.501335,Restaurants,Restaurante Di Liana,Restaurants,4.3,R. Macapá 314,+557133311266,809.1896318998155
14 - Pedra da Sereia,-13.010995,-38.501335,Restaurants,San Mei,Restaurants,5.0,"R. Baependi, 1",+557132359061,969.6881035457716
14 - Pedra da Sereia,-13.010995,-38.501335,Restaurants,Acarajé da Dinha,Restaurants,3.5,"Largo de Santana, s/n",+557133344350,1029.2512207836696
14 - Pedra da Sereia,-13.010995,-38.501335,Restaurants,Pasta em Casa,Restaurants,4.3,Rua Borges dos Reis 456-558,,1205.574248300287
14 - Pedra da Sereia,-13.010995,-38.501335,Restaurants,Boteco do França,Restaurants,3.7,"R. Borges dos Reis, 24",+557133342734,1251.4896613156627
14 - Pedra da Sereia,-13.010995,-38.501335,Restaurants,Tropos,Restaurants,4.3,"R. Ilhéus, 214",+557130233307,1131.1671734765764
14 - Pedra da Sereia,-13.010995,-38.501335,Restaurants,Caranguejo de Ondina,Restaurants,4.0,"R. Baependi, 11",+557132473600,997.4916228310764
14 - Pedra da Sereia,-13.010995,-38.501335,Restaurants,Vida Restaurante Natural e Soparia,Restaurants,3.8,"Travessa Macapá, 66 - Ondina",+557132631086,856.4736482079038
14 - Pedra da Sereia,-13.010995,-38.501335,Restaurants,Yaki Canal,Restaurants,3.8,"Av. Cardeal da Silva, 180",+557130176099,1003.3225101868023
14 - Pedra da Sereia,-13.010995,-38.501335,Restaurants,Speed,Restaurants,3.3,"Av. Oceânica, 2413",+557130340003,1000.3792243723262
14 - Pedra da Sereia,-13.010995,-38.501335,Restaurants,Donana,Restaurants,4.0,"Av. Juracy Magalhães Jr, 18",+557134840024,1342.1218031121791
14 - Pedra da Sereia,-13.010995,-38.501335,Restaurants,Cheiro de Pizza,Restaurants,4.2,"R. João Gomes, 249",+557134150351,1227.7997720220833
14 - Pedra da Sereia,-13.010995,-38.501335,Restaurants,Santos de Casa,Restaurants,4.0,"Rua Almirante Barroso, 255, loja 1. Rio Vermelho.",+557130227700,702.7331584008091
14 - Pedra da Sereia,-13.010995,-38.501335,Restaurants,Amantes da Pizza,Restaurants,3.3,"da Paciência, 257 - Rio Vermelho",+557133348615,728.333251696133
14 - Pedra da Sereia,-13.010995,-38.501335,Restaurants,Pizzaria Ragazza,Restaurants,4.0,R. Oswaldo Cruz 207,+557132406044,1496.5098814557355
14 - Pedra da Sereia,-13.010995,-38.501335,Restaurants,Carrinho da Alegria,Restaurants,4.0,"Lgo. da Mariquita, 6",+557133301730,1397.191551828576
14 - Pedra da Sereia,-13.010995,-38.501335,Restaurants,Maria Bonita,Restaurants,3.5,"R. Macapá, 328",+557192373362,797.0777290327073
14 - Pedra da Sereia,-13.010995,-38.501335,Restaurants,Me Gusta Sabor Mexicano,Restaurants,3.8,R. Juazeiro 110,+557133441091,1283.8111646938605
14 - Pedra da Sereia,-13.010995,-38.501335,Restaurants,Sunshine,Restaurants,4.0,"R. Guedes Cabral, 20",+557133341179,1111.2888885284158
14 - Pedra da Sereia,-13.010995,-38.501335,Restaurants,Ancoratto,Restaurants,4.7,"R. do Meio, 41",+557133301631,1476.5415299409826
14 - Pedra da Sereia,-13.010995,-38.501335,Restaurants,La Massima Pasta Gourmet,Restaurants,4.0,Av. Anita Garibaldi 1834 lj 3A,+557130197900,684.3919091767973
14 - Pedra da Sereia,-13.010995,-38.501335,Restaurants,Seu Madruga Music Pizza e Bar,Restaurants,3.5,"Rua João Gomes, 63",+557121322408,1093.14801046329
14 - Pedra da Sereia,-13.010995,-38.501335,Restaurants,Acarajé da Ana,Restaurants,5.0,Salvador,+557188947502,720.6678148869084
14 - Pedra da Sereia,-13.010995,-38.501335,Restaurants,Mercado de Peixe,Restaurants,3.3,Largo da Mariquita,,1413.0118584859283
14 - Pedra da Sereia,-13.010995,-38.501335,Restaurants,Osteria Dell'Agazzi,Restaurants,5.0,"R. Antônio dos Passos, 30",+557132459069,1195.7768310045083
14 - Pedra da Sereia,-13.010995,-38.501335,Restaurants,Empada Brasil,Restaurants,2.3,"Av. Anita Garibaldi, 1901 - Ondina,",+557131783366,712.7412261481003
14 - Pedra da Sereia,-13.010995,-38.501335,Restaurants,Cafe Temaki,Restaurants,3.0,"Avenida Oceânica, 2294 - loja 27 - Ondina",+5507133328751,1323.4481108496739
14 - Pedra da Sereia,-13.010995,-38.501335,Restaurants,Casa Noca,Restaurants,5.0,Av. Juracy Magalhães Júnior,+557130122253,1437.8527530973818
14 - Pedra da Sereia,-13.010995,-38.501335,Restaurants,Crepe Da Cidade,Restaurants,3.0,"Rua Da Paciencia, 127",,615.6502204698048
14 - Pedra da Sereia,-13.010995,-38.501335,Restaurants,Buffet Eterna Magia,Restaurants,3.3,"Conselheiro Pedro Luís, 369 - Rio Vermelho",+557133351919,1186.0959888250325
14 - Pedra da Sereia,-13.010995,-38.501335,Restaurants,Restaurante Bangalô,Restaurants,3.3,"Rua Professor Aristides Novis, São Lázaro/Federação",,1228.9439549506874
14 - Pedra da Sereia,-13.010995,-38.501335,Restaurants,Bar Tenda da Deusa,Restaurants,4.3,"Rua Professor Aristides Novis, s/nº",+557199843355,1357.8351645888504
14 - Pedra da Sereia,-13.010995,-38.501335,Bars,Utopia Resto Bar,Bars,4.4,"Rua Ilhéus, 241",+557130235377,1204.9627533928326
14 - Pedra da Sereia,-13.010995,-38.501335,Bars,The Dubliners,Bars,3.9,"R. da Paciência, 257",+557132646698,741.2940958476787
14 - Pedra da Sereia,-13.010995,-38.501335,Bars,Clube da Esquina,Bars,4.0,"Rua da Paciência, 123",+557130197516,609.252362668421
